OrderID,OrderDate,EmployeeID,ProductID,OrderQuantity,OrderType,ClientName,EventType
ORD-0542,2025-12-02,EMP-0008,PRD-0005,1,Livraison,Sylvie Fournier-St-Onge,Quotidien
ORD-0543,2025-07-04,EMP-0003,PRD-0003,1,À emporter,Anouk Lavoie,Quotidien
ORD-0544,2025-01-30,EMP-0007,PRD-0001,5,Sur place,Anaïs Archambault,Quotidien
ORD-0545,2025-05-21,EMP-0032,PRD-0006,4,Sur place,Amélie Beaulieu,Quotidien
ORD-0546,2025-04-01,EMP-0008,PRD-0002,4,Sur place,Pénélope-Stéphanie Moreau,Anniversaire
ORD-0547,2025-03-17,EMP-0007,PRD-0003,1,Livraison,Caroline Dubois,Mariage
ORD-0548,2025-11-07,EMP-0008,PRD-0001,1,À emporter,Renée Roberge-Lauzon,Quotidien
ORD-0549,2025-12-11,EMP-0003,PRD-0001,3,À emporter,Mathilde Marchand,Quotidien
ORD-0550,2025-11-26,EMP-0029,PRD-0001,5,Sur place,Thérèse Paquin,Atelier
ORD-0551,2025-10-07,EMP-0035,PRD-0006,5,Sur place,Françoise Drolet,Quotidien
ORD-0552,2025-10-03,EMP-0003,PRD-0002,1,Sur place,Yves Bédard,Quotidien
ORD-0553,2025-02-24,EMP-0008,PRD-0004,15,Livraison,Philippe Bisson,Corporate
ORD-0554,2025-10-24,EMP-0003,PRD-0002,2,À emporter,Josette Thibault,Quotidien
ORD-0555,2025-09-11,EMP-0032,PRD-0001,4,Livraison,Xavier Lapierre,Quotidien
ORD-0556,2025-09-16,EMP-0034,PRD-0004,41,À emporter,Michelle-Christiane Dufour,Corporate
ORD-0557,2025-04-06,EMP-0003,PRD-0004,4,Sur place,Thérèse Durand,Quotidien
ORD-0558,2025-07-22,EMP-0025,PRD-0006,2,À emporter,Laurie Cormier,Mariage
ORD-0559,2025-11-03,EMP-0034,PRD-0005,6,Sur place,Gabrielle Archambault,Quotidien
ORD-0560,2025-01-23,EMP-0035,PRD-0006,3,Sur place,Raymond Langlois,Quotidien
ORD-0561,2025-12-08,EMP-0003,PRD-0004,4,Sur place,Frédérique Morin-Béland,Quotidien
ORD-0562,2025-10-31,EMP-0008,PRD-0006,4,À emporter,Roger Benoît-Plourde,Quotidien
ORD-0563,2025-03-08,EMP-0007,PRD-0003,2,Sur place,Josette Dumas,Quotidien
ORD-0564,2025-08-12,EMP-0025,PRD-0004,6,Livraison,Sarah-Alice Lachapelle,Quotidien
ORD-0565,2025-12-06,EMP-0025,PRD-0003,18,À emporter,Vincent Labelle-Desrochers,Corporate
ORD-0566,2025-07-03,EMP-0029,PRD-0002,39,À emporter,Karine Côté,Corporate
ORD-0567,2025-01-28,EMP-0035,PRD-0003,5,À emporter,Gérard Dion,Quotidien
ORD-0568,2025-01-02,EMP-0034,PRD-0004,1,À emporter,Marie Villeneuve,Quotidien
ORD-0569,2025-10-01,EMP-0035,PRD-0001,6,Sur place,Gabriel-Jules Poulin,Quotidien
ORD-0570,2025-12-29,EMP-0032,PRD-0001,6,Livraison,Cécile Létourneau,Quotidien
ORD-0571,2025-11-14,EMP-0003,PRD-0004,2,À emporter,Benjamin Bédard,Quotidien
ORD-0572,2025-05-20,EMP-0025,PRD-0003,10,Livraison,Aurélie Hamel,Atelier
ORD-0573,2025-11-12,EMP-0032,PRD-0006,2,Sur place,Océane Poulin,Atelier
ORD-0574,2025-09-07,EMP-0034,PRD-0004,5,Sur place,Roger Blais,Quotidien
ORD-0575,2025-10-19,EMP-0003,PRD-0003,7,Livraison,Nathalie Cormier,Atelier
ORD-0576,2025-12-23,EMP-0032,PRD-0002,1,À emporter,Marguerite Fréchette,Quotidien
ORD-0577,2025-07-19,EMP-0003,PRD-0002,42,Livraison,Raymond Lussier-Lavallée,Corporate
ORD-0578,2025-12-07,EMP-0007,PRD-0004,4,Livraison,Louise Lavoie,Quotidien
ORD-0579,2025-07-03,EMP-0032,PRD-0006,2,Sur place,William Rodrigue,Mariage
ORD-0580,2025-05-10,EMP-0029,PRD-0004,1,À emporter,Alice Fréchette,Mariage
ORD-0581,2025-06-03,EMP-0025,PRD-0006,38,Sur place,Marguerite Giroux,Corporate
ORD-0582,2025-09-18,EMP-0034,PRD-0006,6,À emporter,Renée Bertrand,Quotidien
ORD-0583,2025-01-25,EMP-0003,PRD-0006,16,Livraison,Éléonore Noël,Corporate
ORD-0584,2025-07-05,EMP-0034,PRD-0001,4,Sur place,Colette-Caroline Benoît,Quotidien
ORD-0585,2025-10-22,EMP-0035,PRD-0005,23,À emporter,Émilie Lavigne,Corporate
ORD-0586,2025-12-27,EMP-0034,PRD-0002,5,À emporter,Philippe Thériault,Quotidien
ORD-0587,2025-03-01,EMP-0003,PRD-0004,2,Livraison,Yves Marchand,Quotidien
ORD-0588,2025-01-24,EMP-0008,PRD-0001,3,Livraison,Éléonore Bernard,Anniversaire
ORD-0589,2025-04-26,EMP-0035,PRD-0003,4,À emporter,Jonathan-Rémy Drolet,Quotidien
ORD-0590,2025-12-14,EMP-0034,PRD-0002,2,À emporter,Gabrielle Gauthier,Quotidien
ORD-0591,2025-04-06,EMP-0029,PRD-0006,2,À emporter,François Poirier,Quotidien
ORD-0592,2025-03-31,EMP-0025,PRD-0005,3,Sur place,Henriette Girard,Quotidien
ORD-0593,2025-06-16,EMP-0025,PRD-0005,6,Sur place,Raymond Giroux,Quotidien
ORD-0594,2025-11-30,EMP-0032,PRD-0004,6,Livraison,Jeanne Gravel,Quotidien
ORD-0595,2025-09-20,EMP-0032,PRD-0005,2,Sur place,Rémy Cloutier,Quotidien
ORD-0596,2025-10-18,EMP-0032,PRD-0005,3,Livraison,Pierre Proulx,Quotidien
ORD-0597,2025-05-19,EMP-0025,PRD-0004,7,Sur place,Guillaume Lepage,Atelier
ORD-0598,2025-07-26,EMP-0008,PRD-0006,1,À emporter,Élisabeth Guay,Quotidien
ORD-0599,2025-11-18,EMP-0029,PRD-0004,1,Livraison,Lorraine-Marcelle St-Onge,Quotidien
ORD-0600,2025-06-05,EMP-0007,PRD-0002,36,Sur place,Dorothée Daigle,Corporate
ORD-0601,2025-03-12,EMP-0007,PRD-0002,6,Sur place,Marie-Jeannine Dufresne,Quotidien
ORD-0602,2025-05-22,EMP-0035,PRD-0004,3,À emporter,Véronique Trépanier,Quotidien
ORD-0603,2025-10-08,EMP-0029,PRD-0004,1,Sur place,Vincent-Marcel Lauzon,Quotidien
ORD-0604,2025-07-27,EMP-0003,PRD-0006,4,Sur place,Bertrand Drouin-St-Onge,Quotidien
ORD-0605,2025-08-01,EMP-0008,PRD-0006,1,À emporter,Éric Charbonneau,Quotidien
ORD-0606,2025-10-24,EMP-0029,PRD-0001,5,Sur place,Martine Lalonde,Quotidien
ORD-0607,2025-10-12,EMP-0032,PRD-0004,6,Livraison,Marc Marcoux-Lamontagne,Quotidien
ORD-0608,2025-08-12,EMP-0008,PRD-0006,5,Sur place,Nicole Beaudoin,Quotidien
ORD-0609,2025-07-30,EMP-0025,PRD-0002,3,Livraison,Daniel Poulin,Quotidien
ORD-0610,2025-12-27,EMP-0035,PRD-0001,5,Sur place,Victor Brisson,Quotidien
ORD-0611,2025-07-04,EMP-0008,PRD-0004,5,Sur place,Jeanne Marcoux,Quotidien
ORD-0612,2025-12-01,EMP-0032,PRD-0005,7,Livraison,Charlotte Forget,Anniversaire
ORD-0613,2025-03-30,EMP-0035,PRD-0001,6,À emporter,Margot-Céline Dupuis,Atelier
ORD-0614,2025-05-17,EMP-0003,PRD-0003,3,À emporter,Élisabeth Gélinas,Quotidien
ORD-0615,2025-05-14,EMP-0008,PRD-0004,2,Sur place,Robert Jacques,Quotidien
ORD-0616,2025-07-21,EMP-0035,PRD-0002,6,Livraison,Lorraine Dion,Quotidien
ORD-0617,2025-10-24,EMP-0025,PRD-0004,5,Sur place,Hugues Thériault,Quotidien
ORD-0618,2025-03-19,EMP-0003,PRD-0001,2,Sur place,Michelle Fillion,Quotidien
ORD-0619,2025-08-24,EMP-0008,PRD-0003,1,À emporter,Catherine Bédard,Quotidien
ORD-0620,2025-03-16,EMP-0008,PRD-0006,3,À emporter,Pauline Ménard,Quotidien
ORD-0621,2025-07-14,EMP-0029,PRD-0001,3,Sur place,Martin Audet,Quotidien
ORD-0622,2025-09-01,EMP-0035,PRD-0003,48,Sur place,Gabriel Labelle,Corporate
ORD-0623,2025-07-14,EMP-0032,PRD-0002,3,Sur place,Martin Croteau,Anniversaire
ORD-0624,2025-06-13,EMP-0034,PRD-0005,4,Sur place,Jules Daigle,Quotidien
ORD-0625,2025-11-20,EMP-0008,PRD-0003,1,Sur place,Éléonore Nadeau-Rousseau,Quotidien
ORD-0626,2025-09-12,EMP-0032,PRD-0004,10,À emporter,Éric Asselin,Atelier
ORD-0627,2025-01-07,EMP-0007,PRD-0001,13,Sur place,Sébastien Bernier,Corporate
ORD-0628,2025-07-24,EMP-0029,PRD-0005,19,À emporter,Renée-Colette Breton,Corporate
ORD-0629,2025-08-04,EMP-0003,PRD-0003,6,Livraison,Marcelle Beauchamp,Quotidien
ORD-0630,2025-07-07,EMP-0034,PRD-0006,6,Sur place,Gérard Doucet,Quotidien
ORD-0631,2025-03-02,EMP-0025,PRD-0003,2,Sur place,Astrid-Véronique Bisson,Quotidien
ORD-0632,2025-03-23,EMP-0008,PRD-0005,8,Sur place,Maryse-Nathalie Hamel,Atelier
ORD-0633,2025-04-22,EMP-0032,PRD-0005,23,Sur place,Andrée Côté,Corporate
ORD-0634,2025-05-22,EMP-0025,PRD-0004,5,Sur place,Aurélie Duchesne-Martineau,Quotidien
ORD-0635,2025-05-04,EMP-0008,PRD-0001,1,À emporter,Denis Couture,Quotidien
ORD-0636,2025-05-22,EMP-0035,PRD-0006,5,À emporter,Gérard Lussier-Bolduc,Quotidien
ORD-0637,2025-11-09,EMP-0029,PRD-0005,3,À emporter,Lucas Giroux,Quotidien
ORD-0638,2025-01-13,EMP-0029,PRD-0001,4,Sur place,Bertrand Beauregard,Quotidien
ORD-0639,2025-10-22,EMP-0035,PRD-0003,27,Livraison,Maurice Champagne,Corporate
ORD-0640,2025-11-11,EMP-0003,PRD-0002,39,À emporter,Emma Duguay,Corporate
ORD-0641,2025-05-21,EMP-0025,PRD-0005,35,Sur place,Charlotte Provencher-Fillion,Corporate
ORD-0642,2025-06-13,EMP-0008,PRD-0001,2,Sur place,Martin Thériault,Quotidien
ORD-0643,2025-12-06,EMP-0003,PRD-0002,4,Sur place,Rémy Lemieux,Quotidien
ORD-0644,2025-04-21,EMP-0008,PRD-0006,6,Sur place,Georges Gravel,Quotidien
ORD-0645,2025-09-08,EMP-0008,PRD-0001,2,À emporter,Alexis Fournier,Quotidien
ORD-0646,2025-09-22,EMP-0007,PRD-0004,7,Sur place,Victor Landry,Atelier
ORD-0647,2025-06-30,EMP-0035,PRD-0006,1,Sur place,Vincent Lafontaine,Quotidien
ORD-0648,2025-03-22,EMP-0029,PRD-0006,4,À emporter,Henriette Vézina,Quotidien
ORD-0649,2025-09-29,EMP-0029,PRD-0002,2,Sur place,Manon Turgeon,Quotidien
ORD-0650,2025-01-31,EMP-0029,PRD-0004,5,Sur place,Gérard-Édouard Gauthier,Quotidien
ORD-0651,2025-09-20,EMP-0007,PRD-0002,1,Sur place,Monique Paré-Morissette,Quotidien
ORD-0652,2025-11-22,EMP-0025,PRD-0001,2,Livraison,Cécile Germain,Mariage
ORD-0653,2025-11-22,EMP-0007,PRD-0005,47,Sur place,Emma Boudreau,Corporate
ORD-0654,2025-01-14,EMP-0034,PRD-0004,6,À emporter,Véronique Renaud,Quotidien
ORD-0655,2025-05-24,EMP-0003,PRD-0002,3,Sur place,Laurence Vézina,Quotidien
ORD-0656,2025-04-24,EMP-0032,PRD-0005,6,Sur place,Jessica Gosselin,Quotidien
ORD-0657,2025-04-26,EMP-0029,PRD-0001,27,À emporter,Laurence Beauregard,Corporate
ORD-0658,2025-06-11,EMP-0003,PRD-0001,3,Sur place,Gilbert Forget,Quotidien
ORD-0659,2025-04-08,EMP-0032,PRD-0005,5,Sur place,Gabriel-Thomas Dubé,Quotidien
ORD-0660,2025-02-02,EMP-0029,PRD-0002,24,Livraison,Agnès Duguay,Corporate
ORD-0661,2025-04-06,EMP-0008,PRD-0002,22,Sur place,Sébastien Leduc-Guillemette,Corporate
ORD-0662,2025-04-23,EMP-0007,PRD-0006,45,Livraison,Camille Gélinas-Bédard,Corporate
ORD-0663,2025-01-23,EMP-0034,PRD-0005,6,À emporter,Guy Plante,Quotidien
ORD-0664,2025-12-16,EMP-0008,PRD-0006,6,À emporter,Samuel Nguyen,Anniversaire
ORD-0665,2025-02-02,EMP-0029,PRD-0006,6,Livraison,Joséphine Renaud,Quotidien
ORD-0666,2025-07-29,EMP-0029,PRD-0002,9,Sur place,Amélie-Josette Beaudoin,Anniversaire
ORD-0667,2025-09-22,EMP-0003,PRD-0005,4,Sur place,Julie Deschênes,Quotidien
ORD-0668,2025-03-24,EMP-0035,PRD-0003,5,À emporter,Laetitia-Édith Bolduc,Quotidien
ORD-0669,2025-10-23,EMP-0008,PRD-0005,5,Sur place,Paul-Benjamin Beaulieu,Quotidien
ORD-0670,2025-02-02,EMP-0008,PRD-0005,4,Sur place,David Trottier-Nguyen,Quotidien
ORD-0671,2025-10-09,EMP-0025,PRD-0005,6,Sur place,Daniel-André Arsenault,Quotidien
ORD-0672,2025-04-23,EMP-0003,PRD-0002,5,À emporter,André Prévost,Quotidien
ORD-0673,2025-01-08,EMP-0025,PRD-0003,1,Livraison,Georges Bernier-Bégin,Mariage
ORD-0674,2025-06-09,EMP-0003,PRD-0006,20,Livraison,Raphaël Lessard,Corporate
ORD-0675,2025-12-17,EMP-0025,PRD-0004,4,À emporter,Cécile Richer,Quotidien
ORD-0676,2025-06-23,EMP-0029,PRD-0003,3,À emporter,Nathan Allard,Quotidien
ORD-0677,2025-07-24,EMP-0029,PRD-0001,4,À emporter,André Sirois,Quotidien
ORD-0678,2025-06-16,EMP-0035,PRD-0003,26,Livraison,Hortense Séguin,Corporate
ORD-0679,2025-12-12,EMP-0025,PRD-0002,5,Sur place,Élisabeth Boucher,Quotidien
ORD-0680,2025-03-16,EMP-0032,PRD-0005,5,Livraison,Philippe Girard,Quotidien
ORD-0681,2025-04-29,EMP-0007,PRD-0004,6,Sur place,Nathalie Émond,Atelier
ORD-0682,2025-03-23,EMP-0008,PRD-0005,2,Sur place,Alexandra Dupuis,Quotidien
ORD-0683,2025-06-28,EMP-0003,PRD-0003,5,À emporter,Georges Gauthier,Quotidien
ORD-0684,2025-10-18,EMP-0003,PRD-0002,1,Sur place,Alexandra Daigle,Quotidien
ORD-0685,2025-03-12,EMP-0003,PRD-0001,5,Livraison,Georges Doucet,Quotidien
ORD-0686,2025-02-04,EMP-0003,PRD-0001,20,Livraison,William Cloutier,Corporate
ORD-0687,2025-08-30,EMP-0029,PRD-0001,2,À emporter,Bernard Lachapelle,Quotidien
ORD-0688,2025-10-21,EMP-0034,PRD-0004,8,À emporter,Éric Caron-Fillion,Anniversaire
ORD-0689,2025-08-06,EMP-0007,PRD-0005,1,Livraison,Stéphane Tremblay-Bernard,Quotidien
ORD-0690,2025-12-25,EMP-0035,PRD-0006,6,Sur place,Christiane Desjardins,Quotidien
ORD-0691,2025-01-09,EMP-0034,PRD-0005,2,Livraison,Tristan Duchesne,Quotidien
ORD-0692,2025-09-26,EMP-0025,PRD-0006,1,À emporter,Émile Mercier,Anniversaire
ORD-0693,2025-06-03,EMP-0032,PRD-0003,1,Sur place,Victor Pouliot-Forget,Quotidien
ORD-0694,2025-11-10,EMP-0008,PRD-0006,1,Livraison,Thomas Dupuis,Atelier
ORD-0695,2025-11-13,EMP-0034,PRD-0004,6,À emporter,Noël Dufresne,Quotidien
ORD-0696,2025-11-11,EMP-0034,PRD-0002,6,À emporter,Marc Tremblay-Tanguay,Quotidien
ORD-0697,2025-02-11,EMP-0032,PRD-0005,6,Sur place,Pauline Thibault-Morin,Quotidien
ORD-0698,2025-07-19,EMP-0029,PRD-0001,3,Sur place,Philippe Villeneuve,Quotidien
ORD-0699,2025-11-24,EMP-0035,PRD-0004,2,Sur place,Élodie Gilbert,Quotidien
ORD-0700,2025-01-17,EMP-0007,PRD-0001,3,À emporter,Camille Boivin,Quotidien
ORD-0701,2025-08-31,EMP-0032,PRD-0006,6,À emporter,Maurice Gauthier,Quotidien
ORD-0702,2025-03-24,EMP-0029,PRD-0006,3,Livraison,Marc Duchesne,Quotidien
ORD-0703,2025-02-24,EMP-0007,PRD-0005,3,À emporter,Anouk Hébert,Quotidien
ORD-0704,2025-12-13,EMP-0008,PRD-0001,2,Sur place,Bertrand Patel,Quotidien
ORD-0705,2025-02-06,EMP-0035,PRD-0002,9,À emporter,Gilbert Leclerc,Atelier
ORD-0706,2025-07-07,EMP-0034,PRD-0006,2,Sur place,Henri Parent,Mariage
ORD-0707,2025-12-09,EMP-0003,PRD-0006,4,Livraison,Christiane Duguay,Quotidien
ORD-0708,2025-05-22,EMP-0007,PRD-0003,5,Sur place,Virginie Bélanger,Quotidien
ORD-0709,2025-04-14,EMP-0025,PRD-0004,8,Sur place,Audrey Dallaire,Atelier
ORD-0710,2025-07-17,EMP-0032,PRD-0003,39,Sur place,Alexis Bolduc,Corporate
ORD-0711,2025-05-14,EMP-0025,PRD-0006,4,Livraison,Stéphanie Veilleux,Quotidien
ORD-0712,2025-11-21,EMP-0034,PRD-0002,2,Sur place,Sarah-Marcelle Pouliot,Quotidien
ORD-0713,2025-12-10,EMP-0034,PRD-0006,6,Sur place,Paulette Carrier,Quotidien
ORD-0714,2025-02-12,EMP-0035,PRD-0005,1,À emporter,Julie Beaudoin,Quotidien
ORD-0715,2025-03-30,EMP-0008,PRD-0006,2,Livraison,Gérard Benoît,Quotidien
ORD-0716,2025-03-27,EMP-0003,PRD-0005,1,Sur place,Laurent Gilbert,Atelier
ORD-0717,2025-02-08,EMP-0029,PRD-0002,10,Sur place,Benoît Houle-Fréchette,Anniversaire
ORD-0718,2025-02-23,EMP-0035,PRD-0004,6,À emporter,Yves-Charles Simard,Quotidien
ORD-0719,2025-02-16,EMP-0029,PRD-0001,2,Sur place,Charlotte Guay-Béland,Quotidien
ORD-0720,2025-02-24,EMP-0029,PRD-0005,3,Sur place,Nathan Michaud,Quotidien
ORD-0721,2025-11-20,EMP-0032,PRD-0003,3,Sur place,Patricia Savard,Quotidien
ORD-0722,2025-07-04,EMP-0008,PRD-0004,45,Sur place,Joséphine Lachance,Corporate
ORD-0723,2025-07-08,EMP-0008,PRD-0006,5,Sur place,Laurie Lauzon,Quotidien
ORD-0724,2025-11-27,EMP-0003,PRD-0001,5,Sur place,Éric-Jacques Gauthier,Quotidien
ORD-0725,2025-04-26,EMP-0034,PRD-0001,4,À emporter,Nicolas Pépin,Quotidien
ORD-0726,2025-10-10,EMP-0029,PRD-0001,5,Sur place,Denis Giguère,Quotidien
ORD-0727,2025-06-30,EMP-0032,PRD-0003,41,À emporter,Claire Beaulieu,Corporate
ORD-0728,2025-12-24,EMP-0029,PRD-0006,3,Sur place,Laurie Provencher,Quotidien
ORD-0729,2025-10-10,EMP-0032,PRD-0003,1,Livraison,Charles Bélanger,Quotidien
ORD-0730,2025-11-11,EMP-0035,PRD-0004,1,Livraison,Étienne St-Laurent-Fournier,Anniversaire
ORD-0731,2025-10-06,EMP-0035,PRD-0005,2,À emporter,Jonathan Provencher,Atelier
ORD-0732,2025-10-07,EMP-0007,PRD-0002,3,Sur place,Louise Landry,Quotidien
ORD-0733,2025-08-23,EMP-0034,PRD-0003,3,Sur place,René Turgeon,Quotidien
ORD-0734,2025-12-02,EMP-0029,PRD-0006,5,Livraison,Jessica Savard,Quotidien
ORD-0735,2025-12-25,EMP-0025,PRD-0001,5,À emporter,Emmanuel Dupuis,Quotidien
ORD-0736,2025-05-20,EMP-0007,PRD-0003,5,À emporter,Alexis Martin-Dupuis,Quotidien
ORD-0737,2025-06-07,EMP-0029,PRD-0001,3,Sur place,Marianne Desbiens,Quotidien
ORD-0738,2025-12-28,EMP-0008,PRD-0006,8,Sur place,Andrée Bertrand-Bergeron,Atelier
ORD-0739,2025-01-13,EMP-0008,PRD-0001,4,Sur place,Marcel-Raymond Larouche,Atelier
ORD-0740,2025-01-15,EMP-0003,PRD-0002,2,Sur place,Hortense Vachon,Quotidien
ORD-0741,2025-08-23,EMP-0003,PRD-0005,19,À emporter,Nathan Denis,Corporate
ORD-0742,2025-02-03,EMP-0007,PRD-0004,2,À emporter,Claire Bisson,Quotidien
ORD-0743,2025-09-05,EMP-0029,PRD-0001,4,Livraison,Xavier Thibodeau,Quotidien
ORD-0744,2025-02-06,EMP-0025,PRD-0006,2,À emporter,Juliette Gervais,Quotidien
ORD-0745,2025-09-17,EMP-0003,PRD-0001,5,Sur place,Stéphane Benoît,Quotidien
ORD-0746,2025-04-26,EMP-0034,PRD-0002,4,À emporter,Jacqueline Trottier,Quotidien
ORD-0747,2025-06-14,EMP-0032,PRD-0002,6,Sur place,Monique Lachance,Anniversaire
ORD-0748,2025-03-25,EMP-0035,PRD-0001,2,Livraison,Sophie Bélanger,Quotidien
ORD-0749,2025-01-16,EMP-0032,PRD-0002,1,Sur place,Christine Lussier,Quotidien
ORD-0750,2025-11-05,EMP-0035,PRD-0004,20,À emporter,Emma Chouinard,Corporate
ORD-0751,2025-07-06,EMP-0029,PRD-0001,5,À emporter,Julie Michaud,Quotidien
ORD-0752,2025-10-11,EMP-0029,PRD-0004,46,À emporter,Olivier Dionne,Corporate
ORD-0753,2025-06-22,EMP-0007,PRD-0002,1,À emporter,Victor Houle,Quotidien
ORD-0754,2025-11-14,EMP-0003,PRD-0003,6,Sur place,Margot-Paulette Bélanger,Quotidien
ORD-0755,2025-04-18,EMP-0034,PRD-0003,3,Sur place,Alex Bédard,Quotidien
ORD-0756,2025-12-25,EMP-0007,PRD-0004,38,Sur place,Virginie-Odette Lamontagne,Corporate
ORD-0757,2025-12-20,EMP-0034,PRD-0001,6,Livraison,Patrick Massé,Quotidien
ORD-0758,2025-10-08,EMP-0032,PRD-0006,3,À emporter,Anaïs Paré,Quotidien
ORD-0759,2025-12-10,EMP-0007,PRD-0001,4,Sur place,Samuel Desrochers,Quotidien
ORD-0760,2025-04-01,EMP-0032,PRD-0003,2,À emporter,Patricia Gauthier,Quotidien
ORD-0761,2025-12-24,EMP-0035,PRD-0002,8,À emporter,Frédérique Dubois,Anniversaire
ORD-0762,2025-09-05,EMP-0008,PRD-0005,6,À emporter,Jules Chouinard,Quotidien
ORD-0763,2025-08-09,EMP-0029,PRD-0002,40,À emporter,Mélanie Prévost,Corporate
ORD-0764,2025-12-26,EMP-0029,PRD-0006,3,Sur place,Sophie Parent,Quotidien
ORD-0765,2025-07-11,EMP-0008,PRD-0006,6,Sur place,Roland Lepage,Quotidien
ORD-0766,2025-08-21,EMP-0034,PRD-0006,6,Sur place,Françoise Benoît,Quotidien
ORD-0767,2025-07-12,EMP-0008,PRD-0001,3,Sur place,William Fillion,Quotidien
ORD-0768,2025-04-10,EMP-0035,PRD-0003,1,À emporter,Nathan Lacasse,Quotidien
ORD-0769,2025-11-21,EMP-0032,PRD-0005,6,À emporter,Richard Paquin,Quotidien
ORD-0770,2025-10-14,EMP-0003,PRD-0002,5,Sur place,Raphaël Leduc,Quotidien
ORD-0771,2025-10-06,EMP-0003,PRD-0001,1,Sur place,Chantal St-Onge-Bérubé,Quotidien
ORD-0772,2025-05-23,EMP-0034,PRD-0006,1,À emporter,Marcelle Coulombe,Quotidien
ORD-0773,2025-03-02,EMP-0029,PRD-0003,2,Livraison,Stéphane Grégoire,Quotidien
ORD-0774,2025-06-06,EMP-0003,PRD-0003,3,Sur place,Diane Séguin,Quotidien
ORD-0775,2025-10-12,EMP-0025,PRD-0004,1,À emporter,Sophie Martineau,Quotidien
ORD-0776,2025-01-18,EMP-0003,PRD-0005,18,Sur place,Frédéric Rousseau,Corporate
ORD-0777,2025-05-08,EMP-0029,PRD-0004,6,Livraison,Nicolas Boutin,Quotidien
ORD-0778,2025-09-12,EMP-0034,PRD-0003,1,Livraison,Benjamin Martin,Quotidien
ORD-0779,2025-10-23,EMP-0029,PRD-0001,43,Sur place,Nathalie-Élise Bégin,Corporate
ORD-0780,2025-06-28,EMP-0034,PRD-0006,1,Sur place,Françoise Soucy-Morissette,Quotidien
ORD-0781,2025-10-27,EMP-0003,PRD-0002,6,À emporter,Luc-Marcel Fontaine,Quotidien
ORD-0782,2025-09-11,EMP-0025,PRD-0006,1,À emporter,Virginie-Françoise Brassard,Atelier
ORD-0783,2025-01-15,EMP-0029,PRD-0003,5,Sur place,Anouk Trépanier,Quotidien
ORD-0784,2025-03-30,EMP-0008,PRD-0003,5,Sur place,Margot Bernard,Quotidien
ORD-0785,2025-08-01,EMP-0025,PRD-0002,14,Sur place,Jules Daigle-Lévesque,Corporate
ORD-0786,2025-05-05,EMP-0003,PRD-0002,16,À emporter,Marguerite Pépin,Corporate
ORD-0787,2025-08-13,EMP-0035,PRD-0003,32,Livraison,François Villeneuve,Corporate
ORD-0788,2025-07-23,EMP-0029,PRD-0004,3,Sur place,Joséphine Dion,Anniversaire
ORD-0789,2025-04-15,EMP-0032,PRD-0005,4,Sur place,Brigitte Provost,Quotidien
ORD-0790,2025-11-26,EMP-0034,PRD-0005,10,Sur place,Gilles Bernier-St-Laurent,Anniversaire
ORD-0791,2025-10-01,EMP-0003,PRD-0006,2,Sur place,Paul Daigle,Quotidien
ORD-0792,2025-06-01,EMP-0008,PRD-0002,8,Sur place,Odette Labelle,Atelier
ORD-0793,2025-02-19,EMP-0025,PRD-0002,4,Sur place,Olivia Plourde-Lambert,Quotidien
ORD-0794,2025-02-04,EMP-0032,PRD-0003,17,À emporter,Bertrand-Marc Durand,Corporate
ORD-0795,2025-10-06,EMP-0003,PRD-0001,13,Sur place,Dorothée St-Laurent,Corporate
ORD-0796,2025-08-29,EMP-0008,PRD-0005,6,À emporter,Lucas Gervais-Labrecque,Quotidien
ORD-0797,2025-08-13,EMP-0029,PRD-0002,10,À emporter,Chantal Deschênes,Anniversaire
ORD-0798,2025-08-12,EMP-0034,PRD-0001,3,Livraison,Tristan St-Jean,Quotidien
ORD-0799,2025-01-01,EMP-0007,PRD-0003,6,Livraison,Gilles Houle,Quotidien
ORD-0800,2025-12-27,EMP-0008,PRD-0003,2,Sur place,Émile Lebel,Quotidien
ORD-0801,2025-08-29,EMP-0008,PRD-0001,7,Sur place,Édith Champagne,Atelier
ORD-0802,2025-12-04,EMP-0034,PRD-0002,6,Sur place,Zacharie Champagne,Quotidien
ORD-0803,2025-04-10,EMP-0034,PRD-0006,2,À emporter,Samuel Auger,Quotidien
ORD-0804,2025-01-05,EMP-0034,PRD-0004,1,À emporter,René-Guy Plourde,Quotidien
ORD-0805,2025-11-15,EMP-0008,PRD-0004,4,À emporter,Gilles Allard,Quotidien
ORD-0806,2025-11-05,EMP-0025,PRD-0001,6,Sur place,Colette Soucy,Quotidien
ORD-0807,2025-08-01,EMP-0008,PRD-0005,1,Livraison,Thérèse-Sophie Dumas,Quotidien
ORD-0808,2025-06-30,EMP-0032,PRD-0002,44,Sur place,Édouard-Nathan Paradis,Corporate
ORD-0809,2025-06-28,EMP-0032,PRD-0006,1,À emporter,Aurore Villeneuve,Mariage
ORD-0810,2025-05-03,EMP-0035,PRD-0002,1,À emporter,Patrick-Charles Boucher,Quotidien
ORD-0811,2025-10-29,EMP-0034,PRD-0006,5,Sur place,Louise Boudreau,Anniversaire
ORD-0812,2025-11-22,EMP-0035,PRD-0006,4,Sur place,Édith-Julie Chouinard,Quotidien
ORD-0813,2025-07-02,EMP-0034,PRD-0005,1,Sur place,Philippe Turcotte,Quotidien
